Código,Descrição,Divisão,Carga de Incêndio,Descrição original
D-47-1,"relacionadas à televisão por assinatura, exceto programadoras, Atividades",D-1,700,"Atividades relacionadas à televisão por assinatura, exceto programadoras"
D-47-2,"Atividades, relacionadas à televisão por assinatura, exceto programadoras",D-1,700,"Atividades relacionadas à televisão por assinatura, exceto programadoras"
D-47-3,"Atividades relacionadas à televisão por assinatura, exceto programadoras",D-1,700,"Atividades relacionadas à televisão por assinatura, exceto programadoras"
D-48-0,Telecomunicações por satélite,D-1,700,
D-48-1,"por satélite, Telecomunicações",D-1,700,Telecomunicações por satélite
D-48-2,"Telecomunicações, por satélite",D-1,700,Telecomunicações por satélite
D-48-3,Telecomunicações por satélite,D-1,700,Telecomunicações por satélite
D-49-0,Operadoras de televisão por assinatura por cabo,D-1,700,
D-49-1,"de televisão por assinatura por cabo, Operadoras",D-1,700,Operadoras de televisão por assinatura por cabo
D-49-2,"Operadoras, de televisão por assinatura por cabo",D-1,700,Operadoras de televisão por assinatura por cabo
D-49-3,Operadoras de televisão por assinatura por cabo,D-1,700,Operadoras de televisão por assinatura por cabo
D-50-0,Operadoras de televisão por assinatura por micro-ondas,D-1,700,
D-50-1,"de televisão por assinatura por micro-ondas, Operadoras",D-1,700,Operadoras de televisão por assinatura por micro-ondas
D-50-2,"Operadoras, de televisão por assinatura por micro-ondas",D-1,700,Operadoras de televisão por assinatura por micro-ondas
D-50-3,Operadoras de televisão por assinatura por micro-ondas,D-1,700,Operadoras de televisão por assinatura por micro-ondas
D-51-0,Operadoras de televisão por assinatura por satélite,D-1,700,
D-51-1,"de televisão por assinatura por satélite, Operadoras",D-1,700,Operadoras de televisão por assinatura por satélite
D-51-2,"Operadoras, de televisão por assinatura por satélite",D-1,700,Operadoras de televisão por assinatura por satélite
D-51-3,Operadoras de televisão por assinatura por satélite,D-1,700,Operadoras de televisão por assinatura por satélite
D-52-0,Outras atividades de telecomunicações não especificadas anteriormente,D-1,700,
D-52-1,"atividades de telecomunicações não especificadas anteriormente, Outras",D-1,700,Outras atividades de telecomunicações não especificadas anteriormente
D-52-2,"Outras, atividades de telecomunicações não especificadas anteriormente",D-1,700,Outras atividades de telecomunicações não especificadas anteriormente
D-52-3,Outras atividades de telecomunicações não especificadas anteriormente,D-1,700,Outras atividades de telecomunicações não especificadas anteriormente
D-53-0,Desenvolvimento de programas de computador sob encomenda,D-1,700,
D-53-1,"de programas de computador sob encomenda, Desenvolvimento",D-1,700,Desenvolvimento de programas de computador sob encomenda
D-53-2,"Desenvolvimento, de programas de computador sob encomenda",D-1,700,Desenvolvimento de programas de computador sob encomenda
D-53-3,Desenvolvimento de programas de computador sob encomenda,D-1,700,Desenvolvimento de programas de computador sob encomenda
D-54-0,Web design,D-1,700,
D-54-1,"design, Web",D-1,700,Web design
D-54-2,"Web, design",D-1,700,Web design
D-54-3,Web design,D-1,700,Web design
D-55-0,Desenvolvimento e licenciamento de programas de computador customizáveis,D-1,700,
D-55-1,"e licenciamento de programas de computador customizáveis, Desenvolvimento",D-1,700,Desenvolvimento e licenciamento de programas de computador customizáveis
D-55-2,"Desenvolvimento, e licenciamento de programas de computador customizáveis",D-1,700,Desenvolvimento e licenciamento de programas de computador customizáveis
D-55-3,Desenvolvimento e licenciamento de programas de computador customizáveis,D-1,700,Desenvolvimento e licenciamento de programas de computador customizáveis
D-56-0,Desenvolvimento e licenciamento de programas de computador não-customizáveis,D-1,700,
D-56-1,"e licenciamento de programas de computador não-customizáveis, Desenvolvimento",D-1,700,Desenvolvimento e licenciamento de programas de computador não-customizáveis
D-56-2,"Desenvolvimento, e licenciamento de programas de computador não-customizáveis",D-1,700,Desenvolvimento e licenciamento de programas de computador não-customizáveis
D-56-3,Desenvolvimento e licenciamento de programas de computador não-customizáveis,D-1,700,Desenvolvimento e licenciamento de programas de computador não-customizáveis
D-57-0,Consultoria em tecnologia da informação,D-1,700,
D-57-1,"em tecnologia da informação, Consultoria",D-1,700,Consultoria em tecnologia da informação
D-57-2,"Consultoria, em tecnologia da informação",D-1,700,Consultoria em tecnologia da informação
D-57-3,Consultoria em tecnologia da informação,D-1,700,Consultoria em tecnologia da informação
D-58-0,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",D-1,700,
D-58-1,"técnico, manutenção e outros serviços em tecnologia da informação, Suporte",D-1,700,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
D-58-2,"Suporte, técnico, manutenção e outros serviços em tecnologia da informação",D-1,700,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
D-58-3,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",D-1,700,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
D-59-0,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",D-1,700,
D-59-1,"de dados, provedores de serviços de aplicação e serviços de hospedagem na internet, Tratamento",D-1,700,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
D-59-2,"Tratamento, de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",D-1,700,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
D-59-3,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",D-1,700,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
D-60-0,"Portais, provedores de conteúdo e outros serviços de informação na internet",D-1,700,
D-60-1,"provedores de conteúdo e outros serviços de informação na internet, Portais,",D-1,700,"Portais, provedores de conteúdo e outros serviços de informação na internet"
D-60-2,"Portais,, provedores de conteúdo e outros serviços de informação na internet",D-1,700,"Portais, provedores de conteúdo e outros serviços de informação na internet"
D-60-3,"Portais, provedores de conteúdo e outros serviços de informação na internet",D-1,700,"Portais, provedores de conteúdo e outros serviços de informação na internet"
D-61-0,Agências de notícias,D-1,700,
D-61-1,"de notícias, Agências",D-1,700,Agências de notícias
D-61-2,"Agências, de notícias",D-1,700,Agências de notícias
D-61-3,Agências de notícias,D-1,700,Agências de notícias
D-62-0,Peritos e avaliadores de seguros,D-1,700,
D-62-1,"e avaliadores de seguros, Peritos",D-1,700,Peritos e avaliadores de seguros
D-62-2,"Peritos, e avaliadores de seguros",D-1,700,Peritos e avaliadores de seguros
D-62-3,Peritos e avaliadores de seguros,D-1,700,Peritos e avaliadores de seguros
D-63-0,Auditoria e consultoria atuarial,D-1,700,
D-63-1,"e consultoria atuarial, Auditoria",D-1,700,Auditoria e consultoria atuarial
D-63-2,"Auditoria, e consultoria atuarial",D-1,700,Auditoria e consultoria atuarial
D-63-3,Auditoria e consultoria atuarial,D-1,700,Auditoria e consultoria atuarial
D-64-0,Compra e venda de imóveis próprios,D-1,700,
D-64-1,"e venda de imóveis próprios, Compra",D-1,700,Compra e venda de imóveis próprios
D-64-2,"Compra, e venda de imóveis próprios",D-1,700,Compra e venda de imóveis próprios
D-64-3,Compra e venda de imóveis próprios,D-1,700,Compra e venda de imóveis próprios
D-65-0,Aluguel de imóveis próprios,D-1,700,
D-65-1,"de imóveis próprios, Aluguel",D-1,700,Aluguel de imóveis próprios
D-65-2,"Aluguel, de imóveis próprios",D-1,700,Aluguel de imóveis próprios
D-65-3,Aluguel de imóveis próprios,D-1,700,Aluguel de imóveis próprios
D-66-0,Planos de auxílio-funeral,D-1,700,
D-66-1,"de auxílio-funeral, Planos",D-1,700,Planos de auxílio-funeral
D-66-2,"Planos, de auxílio-funeral",D-1,700,Planos de auxílio-funeral
D-66-3,Planos de auxílio-funeral,D-1,700,Planos de auxílio-funeral
D-67-0,Corretagem na compra e venda e avaliação de imóveis,D-1,700,
D-67-1,"na compra e venda e avaliação de imóveis, Corretagem",D-1,700,Corretagem na compra e venda e avaliação de imóveis
D-67-2,"Corretagem, na compra e venda e avaliação de imóveis",D-1,700,Corretagem na compra e venda e avaliação de imóveis
D-67-3,Corretagem na compra e venda e avaliação de imóveis,D-1,700,Corretagem na compra e venda e avaliação de imóveis
D-68-0,Corretagem no aluguel de imóveis,D-1,700,
D-68-1,"no aluguel de imóveis, Corretagem",D-1,700,Corretagem no aluguel de imóveis
D-68-2,"Corretagem, no aluguel de imóveis",D-1,700,Corretagem no aluguel de imóveis
D-68-3,Corretagem no aluguel de imóveis,D-1,700,Corretagem no aluguel de imóveis
D-69-0,Gestão e administração da propriedade imobiliária,D-1,700,
D-69-1,"e administração da propriedade imobiliária, Gestão",D-1,700,Gestão e administração da propriedade imobiliária
D-69-2,"Gestão, e administração da propriedade imobiliária",D-1,700,Gestão e administração da propriedade imobiliária
D-69-3,Gestão e administração da propriedade imobiliária,D-1,700,Gestão e administração da propriedade imobiliária
D-70-0,Serviços advocatícios,D-1,700,
D-70-1,"advocatícios, Serviços",D-1,700,Serviços advocatícios
D-70-2,"Serviços, advocatícios",D-1,700,Serviços advocatícios
D-70-3,Serviços advocatícios,D-1,700,Serviços advocatícios
D-71-0,Atividades auxiliares da justiça,D-1,700,
D-71-1,"auxiliares da justiça, Atividades",D-1,700,Atividades auxiliares da justiça
D-71-2,"Atividades, auxiliares da justiça",D-1,700,Atividades auxiliares da justiça
D-71-3,Atividades auxiliares da justiça,D-1,700,Atividades auxiliares da justiça
D-72-0,Atividades de contabilidade,D-1,700,
D-72-1,"de contabilidade, Atividades",D-1,700,Atividades de contabilidade
D-72-2,"Atividades, de contabilidade",D-1,700,Atividades de contabilidade
D-72-3,Atividades de contabilidade,D-1,700,Atividades de contabilidade
D-73-0,Atividades de consultoria e auditoria contábil e tributária,D-1,700,
D-73-1,"de consultoria e auditoria contábil e tributária, Atividades",D-1,700,Atividades de consultoria e auditoria contábil e tributária
D-73-2,"Atividades, de consultoria e auditoria contábil e tributária",D-1,700,Atividades de consultoria e auditoria contábil e tributária
D-73-3,Atividades de consultoria e auditoria contábil e tributária,D-1,700,Atividades de consultoria e auditoria contábil e tributária
D-74-0,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",D-1,700,
D-74-1,"de consultoria em gestão empresarial, exceto consultoria técnica específica, Atividades",D-1,700,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
D-74-2,"Atividades, de consultoria em gestão empresarial, exceto consultoria técnica específica",D-1,700,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
D-74-3,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",D-1,700,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
D-75-0,Serviços de arquitetura,D-1,700,
D-75-1,"de arquitetura, Serviços",D-1,700,Serviços de arquitetura
D-75-2,"Serviços, de arquitetura",D-1,700,Serviços de arquitetura
D-75-3,Serviços de arquitetura,D-1,700,Serviços de arquitetura
